locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHLAKHBD_00828	CDS	909	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
DHLAKHBD_00829	CDS	156	asd_1	1.2.1.11		Aspartate-semialdehyde dehydrogenase
DHLAKHBD_00830	CDS	888	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DHLAKHBD_00831	CDS	1440	tig_1	5.2.1.8		Trigger factor
DHLAKHBD_00832	CDS	675	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DHLAKHBD_00833	CDS	1359	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
DHLAKHBD_00834	CDS	684				hypothetical protein
DHLAKHBD_00835	CDS	1821	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
DHLAKHBD_00836	CDS	1332		2.4.1.336		Beta-monoglucosyldiacylglycerol synthase
DHLAKHBD_00837	CDS	1611				hypothetical protein
DHLAKHBD_00838	CDS	198	rpmI			50S ribosomal protein L35
DHLAKHBD_00839	CDS	348	rplT		COG0292	50S ribosomal protein L20
DHLAKHBD_00840	CDS	141				hypothetical protein
DHLAKHBD_00841	CDS	564				hypothetical protein
DHLAKHBD_00842	CDS	522				hypothetical protein
DHLAKHBD_00843	CDS	921	thiG	2.8.1.10	COG2022	Thiazole synthase
DHLAKHBD_00844	CDS	168				hypothetical protein
DHLAKHBD_00845	CDS	1146				hypothetical protein
DHLAKHBD_00846	CDS	1230	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
DHLAKHBD_00847	CDS	1803	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DHLAKHBD_00848	CDS	402				hypothetical protein
DHLAKHBD_00849	CDS	612				hypothetical protein
DHLAKHBD_00850	CDS	1587	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
DHLAKHBD_00851	CDS	1152	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
DHLAKHBD_00852	CDS	1149		1.12.-.-		Soluble hydrogenase 42 kDa subunit
DHLAKHBD_00853	tRNA	72				tRNA-Gly(ccc)
DHLAKHBD_00854	CDS	231				hypothetical protein
DHLAKHBD_00855	CDS	297				hypothetical protein
DHLAKHBD_00856	CDS	516				hypothetical protein
DHLAKHBD_00857	CDS	447				hypothetical protein
DHLAKHBD_00858	CDS	414				hypothetical protein
DHLAKHBD_00859	CDS	1629				hypothetical protein
DHLAKHBD_00860	CDS	402				hypothetical protein
DHLAKHBD_00861	CDS	246				hypothetical protein
DHLAKHBD_00862	CDS	921				hypothetical protein
DHLAKHBD_00863	CDS	210				hypothetical protein
DHLAKHBD_00864	CDS	1032	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
DHLAKHBD_00865	CDS	495	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DHLAKHBD_00866	CDS	588	efp		COG0231	Elongation factor P
DHLAKHBD_00867	CDS	1083				hypothetical protein
DHLAKHBD_00868	CDS	984	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
DHLAKHBD_00869	CDS	1065	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
DHLAKHBD_00870	CDS	1386	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
DHLAKHBD_00871	CDS	924	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
DHLAKHBD_00872	CDS	342	ybaB		COG0718	Nucleoid-associated protein YbaB
DHLAKHBD_00873	CDS	933	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
DHLAKHBD_00874	CDS	246				hypothetical protein
DHLAKHBD_00875	CDS	1137	dnaJ_1		COG0484	Chaperone protein DnaJ
DHLAKHBD_00876	CDS	714	grpE			Protein GrpE
DHLAKHBD_00877	CDS	1818				hypothetical protein
DHLAKHBD_00878	CDS	1077	pilT		COG2805	Twitching mobility protein
DHLAKHBD_00879	CDS	1281	epsF		COG1459	Type II secretion system protein F
DHLAKHBD_00880	CDS	1278	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
DHLAKHBD_00881	CDS	507	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
DHLAKHBD_00882	CDS	1005	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
DHLAKHBD_00883	CDS	561				hypothetical protein
DHLAKHBD_00884	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
DHLAKHBD_00885	CDS	1344				hypothetical protein
DHLAKHBD_00886	CDS	1455	ftsY			Signal recognition particle receptor FtsY
DHLAKHBD_00887	CDS	636	nusB			Transcription antitermination protein NusB
DHLAKHBD_00888	CDS	750				hypothetical protein
DHLAKHBD_00889	CDS	615				hypothetical protein
DHLAKHBD_00890	CDS	975	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
DHLAKHBD_00891	CDS	894				hypothetical protein
DHLAKHBD_00892	CDS	2490	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
DHLAKHBD_00893	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DHLAKHBD_00894	CDS	2403	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
DHLAKHBD_00895	CDS	777				hypothetical protein
DHLAKHBD_00896	CDS	1167	dnaN		COG0592	Beta sliding clamp
DHLAKHBD_00897	CDS	99				hypothetical protein
DHLAKHBD_00898	CDS	189				hypothetical protein
DHLAKHBD_00899	CDS	477				hypothetical protein
DHLAKHBD_00900	CDS	1590				hypothetical protein
DHLAKHBD_00901	CDS	1404				hypothetical protein
DHLAKHBD_00902	CDS	2217	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
DHLAKHBD_00903	CDS	2148	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DHLAKHBD_00904	CDS	330				hypothetical protein
DHLAKHBD_00905	CDS	657				hypothetical protein
DHLAKHBD_00906	CDS	360				hypothetical protein
DHLAKHBD_00907	CDS	255				hypothetical protein
DHLAKHBD_00908	CDS	222				hypothetical protein
DHLAKHBD_00909	CDS	159				hypothetical protein
DHLAKHBD_00910	CDS	396				hypothetical protein
DHLAKHBD_00911	CDS	225				hypothetical protein
DHLAKHBD_00912	CDS	252				hypothetical protein
DHLAKHBD_00913	CDS	186				hypothetical protein
DHLAKHBD_00914	CDS	1077				hypothetical protein
DHLAKHBD_00915	CDS	816				hypothetical protein
DHLAKHBD_00916	CDS	711				hypothetical protein
DHLAKHBD_00917	CDS	333				hypothetical protein
DHLAKHBD_00918	CDS	237				hypothetical protein
DHLAKHBD_00919	CDS	207				hypothetical protein
DHLAKHBD_00920	CDS	1812	argS	6.1.1.19		Arginine--tRNA ligase
DHLAKHBD_00921	CDS	1140	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
DHLAKHBD_00922	CDS	738				hypothetical protein
DHLAKHBD_00923	CDS	609	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
DHLAKHBD_00924	CDS	459				hypothetical protein
DHLAKHBD_00925	CDS	564	ybeY	3.1.-.-		Endoribonuclease YbeY
DHLAKHBD_00926	CDS	120				hypothetical protein
DHLAKHBD_00927	CDS	960	prfB			Peptide chain release factor 2
DHLAKHBD_00928	CDS	264				putative glutaredoxin
DHLAKHBD_00929	CDS	927	gshB	6.3.2.3	COG0189	Glutathione synthetase
DHLAKHBD_00930	CDS	1422	menF_1	5.4.4.2		Isochorismate synthase MenF
DHLAKHBD_00931	CDS	975	menA_2	2.5.1.130		2-carboxy-1,4-naphthoquinone phytyltransferase
DHLAKHBD_00932	CDS	969	menC	4.2.1.113		o-succinylbenzoate synthase
DHLAKHBD_00933	CDS	1236	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
DHLAKHBD_00934	CDS	321				hypothetical protein
DHLAKHBD_00935	CDS	456		3.1.2.28	COG0824	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
DHLAKHBD_00936	CDS	960				hypothetical protein
DHLAKHBD_00937	CDS	306				hypothetical protein
DHLAKHBD_00938	CDS	321				hypothetical protein
DHLAKHBD_00939	CDS	267				hypothetical protein
DHLAKHBD_00940	CDS	1185	ndhH	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
DHLAKHBD_00941	CDS	933	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
DHLAKHBD_00942	CDS	537				hypothetical protein
DHLAKHBD_00943	CDS	771				hypothetical protein
DHLAKHBD_00944	CDS	1083	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
DHLAKHBD_00945	CDS	549				hypothetical protein
DHLAKHBD_00946	CDS	726	srrA		COG0745	Transcriptional regulatory protein SrrA
DHLAKHBD_00947	CDS	999	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
DHLAKHBD_00948	CDS	579				hypothetical protein
DHLAKHBD_00949	CDS	714	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
DHLAKHBD_00950	CDS	1158	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
DHLAKHBD_00951	CDS	582	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DHLAKHBD_00952	CDS	1359				putative protein
DHLAKHBD_00953	CDS	249				hypothetical protein
DHLAKHBD_00954	CDS	666		1.14.11.-	COG3128	PKHD-type hydroxylase
DHLAKHBD_00955	CDS	1029	idiA		COG1840	Iron deficiency-induced protein A
DHLAKHBD_00956	CDS	207				hypothetical protein
DHLAKHBD_00957	CDS	945				hypothetical protein
DHLAKHBD_00958	CDS	552				hypothetical protein
DHLAKHBD_00959	tRNA	87				tRNA-Ser(cga)
DHLAKHBD_00960	CDS	1269	intA		COG0582	Prophage integrase IntA
DHLAKHBD_00961	CDS	372				hypothetical protein
DHLAKHBD_00962	CDS	171				hypothetical protein
DHLAKHBD_00963	CDS	123				hypothetical protein
DHLAKHBD_00964	CDS	255				hypothetical protein
DHLAKHBD_00965	CDS	156				hypothetical protein
DHLAKHBD_00966	CDS	180				hypothetical protein
DHLAKHBD_00967	CDS	354				hypothetical protein
DHLAKHBD_00968	CDS	171				hypothetical protein
DHLAKHBD_00969	CDS	594	hin_1		COG1961	DNA-invertase hin
DHLAKHBD_00970	CDS	2184	cpoB_2			Cell division coordinator CpoB
DHLAKHBD_00971	CDS	2766	cpoB_3			Cell division coordinator CpoB
DHLAKHBD_00972	CDS	570				hypothetical protein
DHLAKHBD_00973	CDS	324				hypothetical protein
DHLAKHBD_00974	CDS	534				hypothetical protein
DHLAKHBD_00975	CDS	1650	ycf3_4			Photosystem I assembly protein Ycf3
DHLAKHBD_00976	CDS	411				hypothetical protein
DHLAKHBD_00977	CDS	132				hypothetical protein
DHLAKHBD_00978	CDS	336				hypothetical protein
DHLAKHBD_00979	CDS	645				hypothetical protein
DHLAKHBD_00980	CDS	3993				hypothetical protein
DHLAKHBD_00981	CDS	195				hypothetical protein
DHLAKHBD_00982	CDS	645				hypothetical protein
DHLAKHBD_00983	CDS	819				hypothetical protein
DHLAKHBD_00984	CDS	3675				hypothetical protein
DHLAKHBD_00985	CDS	243				hypothetical protein
DHLAKHBD_00986	CDS	1233				hypothetical protein
DHLAKHBD_00987	CDS	759	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
DHLAKHBD_00988	CDS	195				hypothetical protein
DHLAKHBD_00989	CDS	909	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
DHLAKHBD_00990	CDS	996	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
DHLAKHBD_00991	CDS	603	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DHLAKHBD_00992	CDS	672	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DHLAKHBD_00993	CDS	1122	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
DHLAKHBD_00994	CDS	1311	hemW			Heme chaperone HemW
DHLAKHBD_00995	CDS	819	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DHLAKHBD_00996	CDS	1131	ftsZ			Cell division protein FtsZ
DHLAKHBD_00997	CDS	810	ftsQ			Cell division protein FtsQ
DHLAKHBD_00998	CDS	411				hypothetical protein
DHLAKHBD_00999	CDS	1062	ddl	6.3.2.4		D-alanine--D-alanine ligase
DHLAKHBD_01000	CDS	1449	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DHLAKHBD_01001	tRNA	74				tRNA-His(gtg)
DHLAKHBD_01002	CDS	330				hypothetical protein
DHLAKHBD_01003	CDS	1254	codAch2	3.5.4.11	COG0402	Pterin deaminase
DHLAKHBD_01004	CDS	1380				hypothetical protein
DHLAKHBD_01005	CDS	948				hypothetical protein
DHLAKHBD_01006	CDS	540				Pentapeptide repeat protein Rfr32
DHLAKHBD_01007	CDS	1242	fpgS	6.3.2.17		Folylpolyglutamate synthase
DHLAKHBD_01008	tRNA	83				tRNA-Leu(caa)
DHLAKHBD_01009	CDS	1305	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DHLAKHBD_01010	tRNA	84				tRNA-Leu(cag)
DHLAKHBD_01011	CDS	249				hypothetical protein
DHLAKHBD_01012	CDS	801		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
DHLAKHBD_01013	CDS	1470	lpdA	1.8.1.4		Dihydrolipoyl dehydrogenase
DHLAKHBD_01014	CDS	906	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
DHLAKHBD_01015	CDS	219				hypothetical protein
DHLAKHBD_01016	CDS	681				hypothetical protein
DHLAKHBD_01017	CDS	354				hypothetical protein
DHLAKHBD_01018	CDS	474	sodN	1.15.1.1		Superoxide dismutase [Ni]
DHLAKHBD_01019	CDS	633				hypothetical protein
DHLAKHBD_01020	CDS	99				hypothetical protein
DHLAKHBD_01021	CDS	1089				hypothetical protein
DHLAKHBD_01022	CDS	1500	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
DHLAKHBD_01023	CDS	1296	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
DHLAKHBD_01024	CDS	1551	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DHLAKHBD_01025	CDS	942	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
DHLAKHBD_01026	CDS	1092	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
DHLAKHBD_01027	CDS	1986				hypothetical protein
DHLAKHBD_01028	CDS	1485	ffh		COG0541	Signal recognition particle protein
DHLAKHBD_01029	CDS	369				hypothetical protein
DHLAKHBD_01030	CDS	972			COG1702	PhoH-like protein
DHLAKHBD_01031	CDS	741				hypothetical protein
DHLAKHBD_01032	CDS	165				hypothetical protein
DHLAKHBD_01033	CDS	855				hypothetical protein
DHLAKHBD_01034	CDS	522				hypothetical protein
DHLAKHBD_01035	CDS	951	era_1		COG1159	GTPase Era
DHLAKHBD_01036	CDS	1233	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
DHLAKHBD_01037	CDS	435				hypothetical protein
DHLAKHBD_01038	CDS	684	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
DHLAKHBD_01039	CDS	168				hypothetical protein
DHLAKHBD_01040	CDS	135				hypothetical protein
DHLAKHBD_01041	CDS	978				hypothetical protein
DHLAKHBD_01042	CDS	213				hypothetical protein
DHLAKHBD_01043	CDS	1062	thiE	2.5.1.3		Thiamine-phosphate synthase
DHLAKHBD_01044	CDS	120				hypothetical protein
DHLAKHBD_01045	CDS	933	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
DHLAKHBD_01046	CDS	564				hypothetical protein
DHLAKHBD_01047	CDS	810	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
DHLAKHBD_01048	CDS	1008	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DHLAKHBD_01049	CDS	909	nadK_2	2.7.1.23		NAD kinase
DHLAKHBD_01050	CDS	531				hypothetical protein
DHLAKHBD_01051	CDS	1296	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
DHLAKHBD_01052	CDS	288				hypothetical protein
DHLAKHBD_01053	CDS	588				hypothetical protein
DHLAKHBD_01054	CDS	2514				hypothetical protein
DHLAKHBD_01055	CDS	489				hypothetical protein
DHLAKHBD_01056	CDS	1107	ribD		COG0117	Riboflavin biosynthesis protein RibD
DHLAKHBD_01057	CDS	795				hypothetical protein
DHLAKHBD_01058	CDS	657	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
DHLAKHBD_01059	CDS	456				hypothetical protein
DHLAKHBD_01060	CDS	1878	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
DHLAKHBD_01061	CDS	957	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
DHLAKHBD_01062	CDS	510	lexA			Transcription regulator LexA
DHLAKHBD_01063	tRNA	75				tRNA-Ala(ggc)
DHLAKHBD_01064	CDS	765				hypothetical protein
DHLAKHBD_01065	CDS	213				hypothetical protein
DHLAKHBD_01066	CDS	156				hypothetical protein
DHLAKHBD_01067	CDS	585	def_2	3.5.1.88	COG0242	Peptide deformylase
DHLAKHBD_01068	CDS	660				hypothetical protein
DHLAKHBD_01069	CDS	930	polC	2.7.7.7		DNA polymerase III PolC-type
DHLAKHBD_01070	CDS	462	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DHLAKHBD_01071	CDS	762				hypothetical protein
DHLAKHBD_01072	CDS	1977	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DHLAKHBD_01073	CDS	318				hypothetical protein
DHLAKHBD_01074	CDS	678		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
DHLAKHBD_01075	CDS	972	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
DHLAKHBD_01076	CDS	807	murI	5.1.1.3	COG0796	Glutamate racemase
DHLAKHBD_01077	tRNA	75				tRNA-Arg(gcg)
DHLAKHBD_01078	CDS	822	nit1	3.5.1.128		Deaminated glutathione amidase
DHLAKHBD_01079	CDS	732	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
DHLAKHBD_01080	CDS	1566	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
DHLAKHBD_01081	CDS	1260	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
DHLAKHBD_01082	CDS	948	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
DHLAKHBD_01083	CDS	1341	glmU			Bifunctional protein GlmU
DHLAKHBD_01084	CDS	1398	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DHLAKHBD_01085	CDS	720				hypothetical protein
DHLAKHBD_01086	CDS	159				hypothetical protein
DHLAKHBD_01087	CDS	1500	glgA	2.4.1.21	COG0297	Glycogen synthase
DHLAKHBD_01088	CDS	579				hypothetical protein
DHLAKHBD_01089	CDS	894	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
DHLAKHBD_01090	CDS	1827	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
DHLAKHBD_01091	CDS	621	sipT	3.4.21.89	COG0681	Signal peptidase I T
DHLAKHBD_01092	CDS	351				hypothetical protein
DHLAKHBD_01093	CDS	1224				hypothetical protein
DHLAKHBD_01094	CDS	303				hypothetical protein
DHLAKHBD_01095	CDS	1095		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
DHLAKHBD_01096	CDS	1158				hypothetical protein
DHLAKHBD_01097	CDS	720	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
DHLAKHBD_01098	CDS	297				hypothetical protein
DHLAKHBD_01099	CDS	870	mntB_1			Manganese transport system membrane protein MntB
DHLAKHBD_01100	CDS	798	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
DHLAKHBD_01101	CDS	1002			COG0803	putative periplasmic iron-binding protein
DHLAKHBD_01102	CDS	345		3.2.2.-		Putative 3-methyladenine DNA glycosylase
DHLAKHBD_01103	CDS	246				hypothetical protein
DHLAKHBD_01104	CDS	189				hypothetical protein
DHLAKHBD_01105	CDS	933				hypothetical protein
DHLAKHBD_01106	CDS	273				hypothetical protein
DHLAKHBD_01107	CDS	735				hypothetical protein
DHLAKHBD_01108	CDS	264				hypothetical protein
DHLAKHBD_01109	CDS	339				hypothetical protein
DHLAKHBD_01110	CDS	804				hypothetical protein
DHLAKHBD_01111	CDS	144				hypothetical protein
DHLAKHBD_01112	CDS	282				hypothetical protein
DHLAKHBD_01113	CDS	105				hypothetical protein
DHLAKHBD_01114	CDS	1284	argJ			Arginine biosynthesis bifunctional protein ArgJ
DHLAKHBD_01115	CDS	615	coaE	2.7.1.24		Dephospho-CoA kinase
DHLAKHBD_01116	CDS	477				hypothetical protein
DHLAKHBD_01117	CDS	1998				hypothetical protein
DHLAKHBD_01118	CDS	1488	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DHLAKHBD_01119	CDS	1110	dadA	1.4.99.-		D-amino acid dehydrogenase
DHLAKHBD_01120	CDS	1029				hypothetical protein
DHLAKHBD_01121	CDS	393				hypothetical protein
DHLAKHBD_01122	CDS	1971	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
DHLAKHBD_01123	CDS	1125				hypothetical protein
DHLAKHBD_01124	CDS	2214	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
DHLAKHBD_01125	CDS	1929				hypothetical protein
DHLAKHBD_01126	CDS	795				hypothetical protein
DHLAKHBD_01127	CDS	459	ndk	2.7.4.6		Nucleoside diphosphate kinase
DHLAKHBD_01128	CDS	135				hypothetical protein
DHLAKHBD_01129	CDS	225				hypothetical protein
DHLAKHBD_01130	CDS	1491				hypothetical protein
DHLAKHBD_01131	CDS	1947	speA_1	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
DHLAKHBD_01132	CDS	696				hypothetical protein
DHLAKHBD_01133	CDS	1914				hypothetical protein
DHLAKHBD_01134	CDS	2226				hypothetical protein
DHLAKHBD_01135	CDS	567				hypothetical protein
DHLAKHBD_01136	CDS	342				hypothetical protein
DHLAKHBD_01137	CDS	387	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
DHLAKHBD_01138	CDS	2679	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
DHLAKHBD_01139	CDS	3204	rapA	3.6.4.-		RNA polymerase-associated protein RapA
DHLAKHBD_01140	CDS	897				hypothetical protein
DHLAKHBD_01141	CDS	477				hypothetical protein
DHLAKHBD_01142	CDS	1125			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
DHLAKHBD_01143	CDS	570				hypothetical protein
DHLAKHBD_01144	CDS	1371	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
DHLAKHBD_01145	CDS	1776	dfa3_1	1.-.-.-	COG0426	Putative diflavin flavoprotein A 3
DHLAKHBD_01146	CDS	1848	dfa3_2	1.-.-.-		Putative diflavin flavoprotein A 3
DHLAKHBD_01147	CDS	708	norV			Anaerobic nitric oxide reductase flavorubredoxin
DHLAKHBD_01148	CDS	528				hypothetical protein
DHLAKHBD_01149	CDS	207				hypothetical protein
DHLAKHBD_01150	CDS	261				hypothetical protein
DHLAKHBD_01151	CDS	2949	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
DHLAKHBD_01152	CDS	399	gcvH			Glycine cleavage system H protein
DHLAKHBD_01153	CDS	1302				hypothetical protein
DHLAKHBD_01154	CDS	795				hypothetical protein
DHLAKHBD_01155	CDS	753				hypothetical protein
DHLAKHBD_01156	CDS	780				hypothetical protein
DHLAKHBD_01157	CDS	459	rplI		COG0359	50S ribosomal protein L9
DHLAKHBD_01158	CDS	1419	dnaB	3.6.4.12		Replicative DNA helicase
DHLAKHBD_01159	CDS	1962	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DHLAKHBD_01160	CDS	633				hypothetical protein
DHLAKHBD_01161	CDS	489				hypothetical protein
DHLAKHBD_01162	CDS	450				hypothetical protein
DHLAKHBD_01163	CDS	522				hypothetical protein
DHLAKHBD_01164	CDS	549				hypothetical protein
DHLAKHBD_01165	CDS	417				hypothetical protein
DHLAKHBD_01166	CDS	2091	ligA	6.5.1.2		DNA ligase
DHLAKHBD_01167	CDS	180				hypothetical protein
DHLAKHBD_01168	CDS	657				hypothetical protein
DHLAKHBD_01169	CDS	1710				hypothetical protein
DHLAKHBD_01170	CDS	789				hypothetical protein
DHLAKHBD_01171	CDS	798				hypothetical protein
DHLAKHBD_01172	CDS	978	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DHLAKHBD_01173	CDS	2844	valS	6.1.1.9	COG0525	Valine--tRNA ligase
DHLAKHBD_01174	CDS	459				hypothetical protein
DHLAKHBD_01175	CDS	258				hypothetical protein
DHLAKHBD_01176	CDS	330				hypothetical protein
DHLAKHBD_01177	CDS	366				Ferredoxin-1
DHLAKHBD_01178	CDS	1050				hypothetical protein
DHLAKHBD_01179	CDS	306				hypothetical protein
DHLAKHBD_01180	CDS	663				hypothetical protein
DHLAKHBD_01181	CDS	669	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DHLAKHBD_01182	CDS	114				hypothetical protein
DHLAKHBD_01183	CDS	2055				hypothetical protein
DHLAKHBD_01184	CDS	777	mntB_3			Manganese transport system membrane protein MntB
DHLAKHBD_01185	CDS	783	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
DHLAKHBD_01186	CDS	981	psaA_1		COG0803	Manganese ABC transporter substrate-binding lipoprotein
DHLAKHBD_01187	CDS	1056				hypothetical protein
DHLAKHBD_01188	CDS	1323				hypothetical protein
DHLAKHBD_01189	CDS	180				hypothetical protein
DHLAKHBD_01190	CDS	522				hypothetical protein
DHLAKHBD_01191	CDS	957			COG0701	Putative two-component membrane permease complex subunit SMU_747c
DHLAKHBD_01192	CDS	405	zur		COG0735	Zinc uptake regulation protein
DHLAKHBD_01193	CDS	351				hypothetical protein
DHLAKHBD_01194	tRNA	72				tRNA-Val(tac)
DHLAKHBD_01195	CDS	492				hypothetical protein
DHLAKHBD_01196	CDS	915	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
DHLAKHBD_01197	CDS	132				hypothetical protein
DHLAKHBD_01198	CDS	432	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
DHLAKHBD_01199	CDS	195				hypothetical protein
DHLAKHBD_01200	CDS	861	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
DHLAKHBD_01201	CDS	915	speB	3.5.3.11	COG0010	Agmatinase
DHLAKHBD_01202	CDS	246				hypothetical protein
DHLAKHBD_01203	CDS	1125	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
DHLAKHBD_01204	CDS	1821	aspS	6.1.1.12		Aspartate--tRNA ligase
DHLAKHBD_01205	CDS	1068	sigA2_4		COG0568	RNA polymerase sigma factor SigA2
